"DOM_C29: Machinery and equipment, nec",3,2082.7,9715.4,592,1686.4,567.8,1030.7,883.7,2713.8,1440,3047.2,12046.3,2376.2,46308.3,2656.6,5629.7,12704.3,6405.8,234,2350.2,11912.2,751.3,152.5,4357.8,1216.7,381,1217.2,24.9,306.8,1509.3,240.4,310,4902.8,305.7,0,85.7,0,0,97058.1,685.7,0,335.5,47243.2,0
"DOM_C30T33X: Computer, Electronic and optical equipment",3,87.6,724.1,107,189.4,31.7,489.2,61.6,448.3,183.9,170,447.9,95,3586.2,46188.9,4516.8,1386.5,1007.9,185,1293.3,1424.8,696.3,44.7,512,6586.6,469.7,761.1,113.7,1403.1,6902,873.1,910.5,266,2138.8,0,17656.6,0,0,53436,856.1,0,511.4,210086,0
"DOM_C31: Electrical machinery and apparatus, nec",3,163.1,2916.6,289.2,432.2,158,579.1,142.8,591.1,384.7,526.2,2567.9,332.9,12772.8,8251.8,18760.8,5257.1,2793.8,307.7,8907.7,15893,1395.4,826.4,637.5,8286.2,185.3,3072.4,119.2,1470.6,7233.7,282.1,396.8,490.5,1402.1,0,12925.9,0,0,32236.3,-250.8,0,13.5,36512.4,0
"DOM_C34: Motor vehicles, trailers and semi-trailers",3,350.5,1896.2,346.7,396.9,241.6,714.2,213.9,605.2,527.9,575.1,2661.8,530.8,3479.1,497.9,387,51776.8,430.9,486,2306,1650.2,2639.2,425.6,8556.7,1801.3,442.3,2241,80.3,990.7,4873.1,2700.9,847.9,181.5,2722.5,0,10972.2,0,0,57708.9,3297.1,0,3.8,14571.4,0
DOM_C35: Other transport equipment,3,1069.6,236.3,17.3,12.3,1.8,152.4,6.7,17,60.5,38.3,650.3,23.2,834.9,223.2,95.2,143.3,6850.4,32.8,148.6,444,930.2,1.2,6313.7,518.1,58.6,24.6,2.3,28.4,40.5,66.3,106.7,18.7,1536.7,0,5454.9,0,0,13559.9,363.5,0,0.2,11537.2,0
DOM_C36T37: Manufacturing nec; recycling,3,340.6,689,279.4,409.4,222.2,2520.9,38,511.7,720.7,1083.3,2122.9,1962.3,2301.6,535.7,926.6,812.7,209.2,2489.7,129.5,1094.9,447.8,174.2,274.9,233.7,469.1,717,11.7,144.2,709.4,1438.4,887.5,658,1306.7,0,6765.7,0,0,7004.8,258.4,0,769.7,32377.3,0
"DOM_C40T41: Electricity, gas and water supply",4,5019.7,21440.7,3310,4626.7,1561,3281.9,2276,17421,4726.5,10652.8,21473.5,6170.6,8485.5,3513.7,2348,2736.1,472,1275.9,82690.2,8068,3037,4537.5,4373.8,4357.5,1461.3,2671.4,42.2,521,2562.7,2599.5,3872.1,2883.8,2239.3,0,17371.8,0,0,0,-220.2,0,0,500,0
DOM_C45: Construction,5,212.7,186.5,47.6,45.7,10.7,21.2,31.3,83.4,25.5,40.2,55.7,27.3,77.7,34,31.7,52.1,19.5,24.3,76.8,2894.5,493.5,559.1,1114.7,737.4,403.6,6689.7,12.1,148.9,732.5,1622,1289.7,2551.6,1030.6,0,4109.3,0,0,471841.3,-890.8,0,0,2274.6,0
DOM_C50T52: Wholesale and retail trade; repairs,6,6924.3,2455.2,7758.8,12433.1,1268.6,2639.7,3382.9,5922.5,3832.1,3151.1,5140.9,1980.4,4171.2,5224.1,2703.5,2600.1,647.2,1683.2,2650.9,8818.3,1599.3,3234.4,3121.8,1116.2,320.6,969.6,50.9,463.2,2084.1,1183.5,685.9,2580.2,1976.7,0,22595.7,0,133.9,8161.3,561,0,1555.5,105742.9,0
DOM_C55: Hotels and restaurants,6,1167.1,2904,1379,1224.2,325.4,737.7,180.8,1625.6,626.4,1126.7,4510.7,373,2487.2,846.1,1302.2,764.8,210.3,397,759.8,4625.8,4372.5,1259.3,7376.2,2193.7,5380.3,6119.9,95.5,1178.9,5798.5,10888.9,3645.6,1819.6,3009.6,0,45441.4,0,0,0,-7.1,0,10845.1,0,0
DOM_C60T63: Transport and storage,7,7784.7,12514.5,6355.7,4280.7,2028.3,3035.6,3115.3,7923.1,3546.1,7297.3,10199.5,3019,8494.9,3439.2,3975.5,3656.3,637.2,1592.3,4775.7,41358.8,13864,1711.1,31455.2,4404.4,3323.3,2993.2,81.2,1002.3,4930.4,6099,3447.5,796,3298,0,26687.8,0,12498.8,2665.5,508.8,0,6529.7,27873.6,0
DOM_C64: Post and telecommunications,7,2127.9,1402.4,836.4,1448.4,325.3,436,443.9,1827.5,620.5,618,3422.4,1298.5,2237.2,1489.5,1205.1,895.5,85.7,574,1875.8,14470,3222.8,1110.2,3671.2,6948.5,5846.7,2469.2,29.9,368.9,1814.5,6628.5,2285.8,2641.7,1947.7,0,31747.8,0,0,8268.1,-27.5,0,0,3191.4,0
DOM_C65T67: Financial intermediation,6,3529.2,2908.6,1735.6,2142.1,568.4,1133.4,459.8,2753.8,1227,2713.1,2343.4,1028.3,2352.5,2704.6,1260.8,1011.3,634.2,472.5,6444.7,3431.2,5471.7,1873,11644.8,1537.5,6717.5,13783.8,68.4,844.5,4154,2347.3,2052.1,704.8,2133.7,0,24924.8,0,1360,0,-55.6,0,0,435.4,0
DOM_C70: Real estate activities,6,154,325.5,561.2,1506.7,346.4,580.5,27.2,510.1,782.2,402.7,2060.5,38.1,1072.8,875.7,623.2,339.3,94.6,463.8,146.5,353,5292.4,2345.8,1302.5,3947.1,5809.4,6260.3,42.6,525.2,2583.5,5654.5,838.2,552.8,4862.6,0,90089.4,0,0,49020.6,-14,0,1023.2,295.7,0
DOM_C71: Renting of machinery and equipment,6,23.5,67.7,8.6,12.7,4.4,9.6,3.4,19.1,13.5,17.1,22.1,3.6,23.3,8.7,30.9,7,0,6.2,25.1,446.7,78.7,25.4,433.1,53,135.1,12.5,2.3,28.2,138.6,38.7,4.7,41.4,79.5,0,82,0,0,0,-2.4,0,657.1,227.7,0
DOM_C72: Computer and related activities,7,832.1,665.8,789.6,507.4,96.8,231,110.1,923.3,230.5,229.4,595.6,98.6,756.1,844.1,691.3,698.7,43,110.9,517.4,1393.8,1685.9,378,419.3,794,1014.8,2343.1,0,0,1344.6,314.5,492.2,280.8,419.3,0,675.5,0,0,6103.9,-36.5,0,0,1307,0
DOM_C73T74: R&D and other business activities,8,4494.3,3596.4,4264.7,2740.5,522.9,1248,594.7,4987.2,1245.2,1238.8,3217.1,532.6,4084,4559.4,3734,3774.2,232.2,599,2794.5,7528.2,9106,2041.7,2264.6,4288.9,5481.2,12656.1,106.7,1316.4,6475,1698.7,2658.4,1516.7,2264.9,0,3648.4,0,30809.7,1680,-137.8,0,0,18092.8,0
DOM_C75: Public administration and defence; compulsory social security,9,131.7,63.1,36.5,28.1,7.7,14.7,4.9,31.9,16.3,22.8,47,10.8,42,23.7,17.9,22.5,4.1,6.1,37.2,64,48.4,26.6,74.5,49,52.2,208.7,0.6,7.6,37.4,40.5,29.3,28.8,32,0,0,0,154448.8,0,-3,0,0,0,0
DOM_C80: Education,7,445.2,510.6,108.9,94.2,26.9,60.2,18.5,137.3,61.5,77.4,239,28.5,300.8,86.5,72.2,106,23.7,33.7,152.1,261.4,377.9,168.2,627.8,402.3,887.5,281.2,7.3,90.5,445.1,2989.3,1658.2,558.8,240.8,0,39568.2,0,59565,0,-3.8,0,252.6,0,0
DOM_C85: Health and social work,7,490.2,820.4,308.5,313.2,89.7,214.3,53.2,363.3,46.5,411.8,1406.6,175.3,1332.7,244.2,451.1,604.1,86.8,37.8,554,287,48.8,53,353.2,60.3,287.8,138.4,5.2,63.9,314.1,771.6,462.6,678.9,230.7,0,48298.2,0,54171.7,0,-8.3,0,444,0,0
"DOM_C90T93: Other community, social and personal services",9,2020.1,2602,877.4,955.8,198.2,508.8,250,1444.2,530.8,979.4,1709.6,508.3,1312.7,613.8,526.6,595.9,69.4,227.7,3528,1788.3,3955,2348.9,6315.9,2410.9,1743.4,4851,72.6,895.9,4406.7,4926.3,2594.6,1783.6,8510,0,51885.5,0,8539.2,0,-141.6,0,3956.3,6337.3,0
DOM_C95: Private households with employed persons,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXS_INT_FNL: Taxes less subsidies on intermediate and final products,,4448.6,3580.3,928.5,1518.8,316.5,685.3,3920.2,3166.9,859.7,1028.7,3333.1,595.3,1756,1443.3,995.8,3374.3,247.1,508.5,2139,3697.5,2761.9,1977.9,6724.3,690,2655.9,2366.4,63.1,76.6,1258.9,2774.8,1031.3,1041.4,2118.2,0,54983.1,0,0,0,0,0,419.8,0,0
TTL_INT_FNL: Total intermediate and final expenditure at purchasers' prices,,198713.9,137904.5,218446.9,250418.9,53012.9,94571,131135,234625.3,139523.3,117894.1,290035.4,94935.5,220364.3,308311,150899.1,149704.1,38826.6,49085.8,183581.3,375897.2,75849.3,87767,173657.3,63207.4,49227.2,90131.2,1573.8,18550.8,93202.4,75511.4,43261.7,80048.8,75964.1,0,917316.2,0,326491.2,904929.5,14094.7,23281.1,29943.3,765956.8,669710.8
VALU: Value added at basic prices,,269155.7,122339.2,82450.6,71467.2,15658,30006.5,22991.1,81632.1,30855.8,39846.7,70813.7,26065.5,67103.8,58537.8,38364.6,35427.2,12793.2,24963.1,80778.9,122820.9,167675.5,49224.9,119542.3,56597.8,71625.2,101564.6,1215.3,9351,68753.6,80202.7,67699.7,34616.2,60674.2,0,0,0,0,0,0,0,0,0,0
OUTPUT: Output,,467869.6,260243.7,300897.5,321886.1,68670.9,124577.5,154126.2,316257.4,170379.2,157740.8,360849.1,121001,287468.1,366848.9,189263.7,185131.4,51619.8,74048.9,264360.2,498718.1,243524.8,136991.9,293199.7,119805.2,120852.3,191695.8,2789.1,27901.8,161956,155714.2,110961.5,114665,136638.3,0,0,0,0,0,0,0,0,0,0
Data extracted on 14 Apr 2019 21:05 UTC (GMT) from OECD.Stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
