"DOM_C29: Machinery and equipment, nec",3,5841.6,41539.6,2928.6,6594.2,3034.6,3033.7,6297.3,11865.8,6752.2,15322.8,66566.7,8258.3,216531.1,10815.6,29297.4,61805.8,30530.4,674.7,5054.9,44211.9,1791.9,350,9293.5,1564.4,1198.2,2900.9,131.3,1179.1,7621.5,1288.4,1017.7,10416.6,638.3,0,905.4,0,0,376734.8,10308.9,0,502.2,145223.1,0
"DOM_C30T33X: Computer, Electronic and optical equipment",3,178.7,1937.9,414.7,636.7,102.1,1400.2,207.1,1118.3,424,491.8,1565.5,189.1,14964.8,184754.6,22582.2,5731.6,5270.8,321.5,2197.3,4030,2289.9,106.3,1009.9,9374.7,1465,2814.3,797.2,7160.9,46289.9,5250.4,3453.2,377.9,4699.4,0,35809.2,0,0,124810.5,14288.1,0,644.8,467194.6,0
"DOM_C31: Electrical machinery and apparatus, nec",3,325.8,11561.3,1507.9,1691.9,809.6,1829.8,658.7,2312.7,1589.2,2560.4,13468.9,1042,60967.1,29516.3,102925.2,27182.3,10914.4,1363.8,28751.3,71479.6,6704.7,2132.7,1319.4,14526.9,738.8,10794.5,1043,9369.5,60565.3,1495.3,1785.4,1099.6,3878.9,0,41573.1,0,0,136191.5,9389.4,0,84.7,107313.9,0
"DOM_C34: Motor vehicles, trailers and semi-trailers",3,1038.3,7304.8,1549.2,1747.8,1315.5,2201.1,1557.5,2792.4,2554.5,3446.4,15601.9,1864.2,17576.3,2384.7,1961.9,274190,1275.8,2894,7704,7340.4,11192.2,1357.2,21168.1,1994.7,1637.8,6535.7,648.1,5822.1,37634.9,14162.5,4514.1,413.7,7583.8,0,47682.8,0,0,257708.5,8797.5,0,62.8,43594.5,0
DOM_C35: Other transport equipment,3,3794.1,788.8,68.8,48.4,7.5,473.6,12.4,60.6,228.2,134.6,2111.3,67.8,2905.6,851.4,283.7,385.5,15800.5,218.7,551.5,1078,2707.7,3.6,21775.3,1646.9,226.1,84,14.2,127.7,378.8,342.1,405.2,45.5,4483.7,0,22776.2,0,0,57717.3,2789.6,0,9.3,58241.7,0
DOM_C36T37: Manufacturing nec; recycling,3,1309.1,3732.8,1974.9,2372.9,1648.8,9929,344.8,3061.7,4583.2,7738.1,14922.1,8229.7,15204.6,3299,6811.7,6166.2,1472.3,17272.5,521.7,6141,3508.9,443.2,817.7,454.6,3055.2,3512.2,136.6,1227.3,7933.8,9589.4,6165.7,2108.9,3608.1,0,29190,0,0,43570.9,2613.2,0,1309,83564.4,0
"DOM_C40T41: Electricity, gas and water supply",4,8956.3,56610.3,10553.7,11807.9,4931.7,5921,9520.7,46519.6,13085.2,34540.4,66714.4,12793,23854,9406.7,7233.3,8008.6,1861.3,3627.7,178953.5,20389.7,9948.4,7088.5,5865.8,4657,3845.4,5075.7,195.3,1754.7,11341.9,7918.1,10226.1,3577.5,3077.2,0,32753.3,0,0,0,1129.5,0,0,635.7,0
DOM_C45: Construction,5,245.8,703.6,256.8,178.6,54.2,54.4,239.6,353.7,82.9,176.7,248.1,86.1,330.9,146.1,151.8,198.7,59.2,40.3,202.4,16164.7,2175,639.1,1627.3,770.8,595.9,16174.9,59.3,532.5,3441.8,7883,2470.5,5626.8,1962.8,0,19187.5,0,0,1803001.5,4841.1,0,0,6845,0
DOM_C50T52: Wholesale and retail trade; repairs,6,30790.7,16854.8,57216.9,65361,12928.4,9869.4,18096.6,33914.2,22764.1,25542.3,35949.2,11254.1,26870.6,27157.8,19273,20028.2,4221,9797,13355.8,55418,13035.5,12617.9,12371,2327.5,1849.2,5011.2,610.9,3826.3,22141.2,7875.9,4379.9,7446.8,6006.3,0,113841.4,0,360.8,42034.7,9860.4,0,2583.9,255985.6,0
DOM_C55: Hotels and restaurants,6,2696.2,8199.9,5157.7,3185.5,1141.2,1162.1,857.1,4852.6,1815.7,3811,15615.6,910.3,7088.3,2419.4,4153.4,2583.8,629.7,1179.3,1545.4,14452,15868.7,2000.1,12607.2,3111.1,16950.7,13957.2,533,4788.2,30950,36418,12392.8,2647.1,5032.7,0,85450.6,0,0,0,25.2,0,17813,0,0
DOM_C60T63: Transport and storage,7,11524.7,31419.3,16787.7,11295,6678.2,4594.3,11660.9,19517,8621.2,22812,27800.7,6160.3,22620,8674.8,12093,9460.2,2459.4,3639.1,7294.4,116947.7,58075.4,2225.8,38194.5,5536.2,8742.9,4757.4,378.7,3401.7,21991.2,17032.1,9628.8,1292,4363.4,0,30266.4,0,19746,7817.5,2395.9,0,11504.5,67440.7,0
DOM_C64: Post and telecommunications,7,4681.5,1924.3,2099,3006.8,943.2,699.8,1822.1,4233.4,1023.9,1301.4,4037.4,2835.2,4174.7,3636.1,2291.5,1453.5,308.7,1078.6,3459.3,27024,8613.3,1475.1,5035.7,8474.2,13898.1,4564.4,101.9,915.3,5916.7,17605.8,6244.1,3309.2,1909.1,0,68551.2,0,0,20704.6,103.3,0,0,8490.3,0
DOM_C65T67: Financial intermediation,6,11127,14772,11702.9,11875.2,3807.3,4057.2,3838.7,15765.5,6722.3,17225.1,14610.1,4667.2,12261.9,16368.5,8296.2,6059.2,2423.4,2844.3,26302.2,18671.6,34412,5710.7,34437.2,3789.1,37892.7,41221.8,698,6269.8,40526.9,12249.6,14852.9,2042.9,6510.5,0,119189.2,0,5035.3,0,439.6,0,0,1481.7,0
DOM_C70: Real estate activities,6,426.4,1386.9,3161.3,7584.4,1966.8,1986.3,157.9,2334.8,3757,2351.2,11210.2,128.5,5429.4,3780.2,3382.1,1745.3,295.9,2217.4,487.7,1807.2,31795.9,6615.4,3392.8,8328.9,23483.1,22502.4,364.1,3270.4,21139.1,6184.2,3970.6,1082.2,11534.9,0,291735.8,0,0,198172.3,105.7,0,1408.6,975.5,0
DOM_C71: Renting of machinery and equipment,6,34.3,341.8,71,81.1,34.7,43.9,35.5,130.9,97.3,143,170.3,19.7,171.2,55.8,284.9,53.1,0,57.5,126.3,2984.1,695,95.2,1660,100.9,853.3,62.2,29.1,261.7,1691.9,280.2,33.6,136.5,294.8,0,964.7,0,0,0,11.7,0,1300,2140.9,0
DOM_C72: Computer and related activities,7,2906.4,2741,4231.9,2281.1,535.2,736.5,799,4436.4,1019.7,1180.5,2655,365,3741.2,3846.4,3958.6,3775.1,245.1,430.7,1834.2,5256.6,11614.3,956.5,852.2,1851.3,5373.7,7712.3,0,0,12796.9,1301.1,2740.6,666.8,1040.6,0,2454.1,0,0,28065.3,303.1,0,0,8334.5,0
DOM_C73T74: R&D and other business activities,8,22613.6,21326.8,32926.5,17748.3,4163.8,5730.3,6216.6,34517.9,7933.7,9185.3,20657.2,2840,29108.7,29926.9,30800.5,29372.4,1907.2,3350.8,14271.1,40899.3,90365.6,7442.3,6630.7,14403.9,41810.8,60005.8,1322.9,11883.4,76812.9,10123.1,21323.3,5187.7,8096.1,0,19094.3,0,90214.8,9660.5,1526.6,0,0,50582.7,0
DOM_C75: Public administration and defence; compulsory social security,9,870.3,475.6,355.8,230.7,71.9,82.7,61.5,259.9,144,216.5,436.9,66.8,360.9,187.4,169.8,202.8,19.6,60.7,207.6,540.2,583,132.9,340.6,185.1,448.4,1545.2,9.7,86.7,560.6,417.3,266.5,109.9,148.7,0,0,0,562064.9,0,17.1,0,0,0,0
DOM_C80: Education,7,2017.6,2489,709.7,397.7,179.8,153.1,111.2,651.7,249.5,409.6,885.9,104.8,1744.1,445.7,441.1,569,106.6,155.2,542.5,1092.8,2903.9,434.1,1888.9,1077,5603.8,1142.4,76.9,691,4466.5,24669.9,12772.3,1596.4,783.3,0,167967,0,185817.6,0,23.4,0,508.4,0,0
DOM_C85: Health and social work,7,1313.4,2443.8,977.3,780,351.3,504.8,254.1,1169.7,156.7,1744.2,5795.5,432.1,5018.6,840.1,2000.9,2315.3,286.1,95.9,1287.3,888.1,223.7,97.3,467,89.2,704.5,448.9,24.2,217.1,1403,3152.1,1490.5,1034.8,355.7,0,121618.4,0,94134.4,0,22.5,0,1341.9,0,0
"DOM_C90T93: Other community, social and personal services",9,3958.4,5836.1,2408.6,1977.8,532,724.8,636.4,3042,1236.7,2676.9,3865,868.2,2856.9,1296.4,1261.9,1470,87.3,471.8,6117.6,4859.3,12782.3,4013.7,10154.5,2312.2,4936.5,12404.2,330.9,2972.3,19212.5,17298.1,7161.8,2212.1,11749.6,0,93517.5,0,10790.8,0,88.3,0,6027.5,9348,0
DOM_C95: Private households with employed persons,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXS_INT_FNL: Taxes less subsidies on intermediate and final products,,14664.6,9407.4,3592.9,4747.6,1226.8,1321.2,12807.7,7948.3,3181.2,3591.3,12428.6,1933.5,6102,4204,3129.9,13369.2,962.7,2813.5,3768.2,13347.2,10209,5375.7,15468.1,1948,13503.6,8095.2,147.9,293.7,3692.5,10188,3852,3099,3974.6,0,175280.3,0,0,0,0,0,55.5,0,0
TTL_INT_FNL: Total intermediate and final expenditure at purchasers' prices,,536592.1,520437.9,959628,785605.6,265009.7,218546.1,453724.4,840729.8,507240.1,566804.2,1234863.1,329418,903982.5,833492.6,660909,702622.9,154764.9,178338.5,483364.9,1416800,378664.5,207415,361580.7,99845.8,207397.7,285236.7,11121.6,97202.9,640016.4,286951.9,177559.9,150397,149439.6,0,2704474.4,0,976411.3,3331522.3,215696.7,81426.9,53772.6,1915496.9,1781531.8
VALU: Value added at basic prices,,720249.6,411946.3,236682.5,179067.6,75468.3,60311.4,89694.6,186576.9,100771.6,145196.3,266300.3,78532.4,246040.8,142862.4,121555.5,128188.8,48880.9,141206.9,161014.4,481009.3,662165,136586.7,315270.2,148101,372760.1,406421.9,4426.5,35835.8,251967.7,284986.4,248319.6,105083.4,124057.3,0,0,0,0,0,0,0,0,0,0
OUTPUT: Output,,1256841.5,932384.2,1196310.5,964673.2,340478.1,278857.5,543419,1027306.7,608011.7,712000.6,1501163.4,407950.5,1150023.2,976355.1,782464.5,830811.8,203645.9,319545.4,644379.2,1897809.2,1040829.5,344001.8,676850.9,247946.8,580157.8,691658.6,15548.2,133038.7,891984,571938.2,425879.4,255480.4,273497,0,0,0,0,0,0,0,0,0,0
Data extracted on 14 Apr 2019 21:06 UTC (GMT) from OECD.Stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
