"IMP_C29: Machinery and equipment, nec",3,216.5,1731.4,175.8,847.9,224.5,330.9,318.1,1032.3,526.1,733.5,3998.3,1094.6,15677.2,4378.2,4146.5,5128.2,2607.9,90.7,106.2,831.6,2019.7,9.1,216.6,48.8,19.1,27.7,2.3,21,135.8,21.7,21.3,344.5,22.9,0,137.7,0,0.9,27132,713.1,537.5,0,0,73640.2
"IMP_C30T33X: Computer, Electronic and optical equipment",3,73.4,872.3,144.2,297.5,40.6,673.8,85.8,452.5,184.9,193.2,606.4,130.2,5084.7,158551.1,9811.7,1787.2,2075.5,120.6,329.8,530,267.5,18.3,162.1,1781,147.9,175.1,81.9,742.2,4786.5,539.2,465.6,89.1,995.6,0,12769.1,0,2.8,36991.4,2592.4,1232.1,0,0,245885
"IMP_C31: Electrical machinery and apparatus, nec",3,11.4,291.9,60.8,172,45.5,139.9,20.6,153.2,96.1,82.9,572.9,111.2,3260.6,9400.3,10806.9,1624.8,752.5,113.1,160.8,371.7,2019.7,2019.4,10.7,115.3,4,2019.5,4.7,42.4,273.7,8.2,2019.1,12.8,35.8,0,2684.4,0,0.3,7663.7,502.4,26.8,0,0,39719
"IMP_C34: Motor vehicles, trailers and semi-trailers",3,37,216.8,63.5,137,50.6,142.2,37.4,147.7,123.8,115.2,640.8,133.7,887.2,402.7,235.4,11438.4,167.2,150.7,2019.7,2019.3,2019.8,2.8,38.1,2019.3,2.6,2019.2,0.8,2019.4,47.6,2019.2,7,6.4,2019.6,0,1847.5,0,1.1,8638.4,841.8,12,0,0,26681.9
IMP_C35: Other transport equipment,3,325.4,74.3,12,16.3,2.3,103.2,5.5,15.8,37,19.1,306.9,18.1,429.6,384.2,87.6,100.2,4073.9,30.3,2,6.9,2019.3,0.3,41.7,5.6,1.2,0.9,0.1,1,6,1.1,1.6,1.2,2019.1,0,2053.4,0,1.5,4737.2,345.7,7.2,0,0,13276.7
IMP_C36T37: Manufacturing nec; recycling,3,23.5,60.5,36.3,89,37.7,261.7,8.7,80.2,101.1,116.4,276.4,232.6,317.6,391.5,218.4,145.7,77.9,350.7,1.5,2019.4,2019.5,0.3,1.7,2.8,0.7,0.8,0.1,1.3,8.4,2019.3,2019.3,2,2019.1,0,494.5,0,0.6,713.6,93.5,2016,0,0,6178.2
"IMP_C40T41: Electricity, gas and water supply",4,4.2,31.9,2019.1,2019.3,3.1,2019.8,49.2,45,2019.5,28.5,38.9,27.4,23.9,2019.5,2019.8,10,2019.4,2019.6,0.9,3.1,2,0.3,0.8,0.7,0.7,0.6,0,0.3,2,0.4,0.5,0.4,0.5,0,15.4,0,1.3,28.8,3.2,7.5,0,0,430.5
IMP_C45: Construction,5,5.2,21.4,9.2,17.2,3.7,7.2,23.7,26.2,9.2,16.4,32.3,17.6,76.4,56.1,40.8,29.2,13.5,5.8,1.3,22.2,2019.4,1,2019.9,1.7,1.1,2019.1,0.1,0.8,5,2019.1,2019.7,2019.2,2019.3,0,37.2,0,1.1,2364.1,5.5,5.6,0,0,2894.2
IMP_C50T52: Wholesale and retail trade; repairs,6,1468.4,2658.3,4222,8842.8,892.7,1897.9,7376.1,9785.4,3960.4,3361.6,4145,3947,5285.5,33188.9,6382.6,3741.4,1312.3,1364.8,232.9,781.7,107.9,65,490.3,324.2,45.7,70,17.2,153.4,985.9,156.1,118.8,235.1,249.4,0,9699.2,0,43.6,12443.5,1619.2,2460,0,0,134132
IMP_C55: Hotels and restaurants,6,2019.9,2019.4,2019.6,2019.7,1,2019.3,1.3,2019.7,2019.7,1.5,4.3,2,7.8,2019.1,2019.6,2019.3,1.7,1.8,0.2,1,0.3,0.2,0.4,0.2,0.1,0.1,0,0.1,0.7,0.2,0.1,0.3,0.3,0,32.4,0,0.2,13.6,2.8,12107.2,0,0,12266.4
IMP_C60T63: Transport and storage,7,1083.3,2943.5,2491.2,3936.5,1123,1245.8,1931.3,4744.8,1869.9,2601.8,3921.9,2199.9,4335.7,13713.8,4750.7,2201.9,577.6,1069.6,372.6,5232.4,2264,113.3,2178.9,405,323.4,111.4,16.2,146.5,944.6,650.8,453.6,114.3,353.7,0,4503.9,0,1712.2,2021.7,367.1,7683.4,0,0,86711
IMP_C64: Post and telecommunications,7,2019.2,2019.3,2019.2,92.2,16,16.9,12.9,77.7,18.5,11.5,42.7,79.1,70.8,471.6,95.8,29.1,6.8,26.3,2019.8,65.9,2019.9,2019.3,2019.2,2019.5,2019.3,2019.6,0.3,2.8,2019.2,34.5,2019.8,2019.3,2019.8,0,454,0,5.1,162.7,1.3,4.2,0,0,2043.2
IMP_C65T67: Financial intermediation,6,434.6,683.5,839.1,2338.7,424.1,582.5,190.7,1923.6,728.2,960.8,1114.7,917.9,1324.9,11777.8,1949.4,719.9,354.6,473.4,1027.7,680.3,1087.4,266.7,1539.8,203.7,1117.6,711.2,20.9,189.7,1223.9,370.4,555.4,132.4,387.2,0,7924.1,0,354.4,3.6,0.2,8.1,0,0,45543
IMP_C70: Real estate activities,6,0.9,1.6,2019.1,2019.1,1.1,2019.7,2.2,3,2019.9,1.9,5.4,1.5,2019.9,2019.8,2019.2,1.8,0.5,1.4,0.2,1.5,4.8,2019.3,2019.1,2,3,2019.7,0.1,0.5,3,0.9,0.8,0.4,2019.9,0,47.4,0,0.6,37.2,0.5,1159.1,0,0,1317
IMP_C71: Renting of machinery and equipment,6,4.2,28.8,10.2,19.9,4.5,9.2,3.2,21,13.1,14.8,21.9,6.1,23,40.1,38.2,9.2,1.5,8.8,5.3,65.6,15.8,3.2,47.4,3.8,17.4,2.3,0.6,5.1,33,6,2.1,5.6,11.3,0,0,0,1.2,5.7,0.5,511.2,0,0,1020.8
IMP_C72: Computer and related activities,7,19.5,2019.6,45.7,50.4,7.1,73.9,5.6,50,18.3,13.9,2019.7,7.1,36.4,127.1,49.6,33.6,5.7,9.4,11.9,32.2,58.2,7.3,7,2019.6,2019.4,2019.1,0.1,1,60,7.2,16.8,7.5,10.9,0,38.9,0,2.4,174.5,3.9,11.5,0,0,1115.8
IMP_C73T74: R&D and other business activities,8,86.2,84.6,151.6,134.4,2019.8,73.6,2019.5,181.4,48.3,41.6,109.4,2019.4,144,185.7,167.1,149.5,14.9,2019.9,70.4,186.5,352,43.1,39.3,95.6,153.1,128,4.9,44.6,289.5,38.6,99,42,60.2,0,90.7,0,326.3,33.1,3.2,19,0,0,3778.2
IMP_C75: Public administration and defence; compulsory social security,9,9.4,8.9,34,35.4,6.5,29.2,5.3,30.5,14.9,10.1,15.8,7.5,15.7,57.5,20.9,9.4,2.6,8.6,2.6,14.7,10.2,1.1,6.6,2.3,3.5,2.4,0.1,1.1,7.2,2.5,2.8,1.3,2.2,0,43.4,0,8,12,3.8,145.4,0,0,595.2
IMP_C80: Education,7,1.7,2019.8,3.6,4.1,0.7,3.2,0.6,4.5,1.7,1.2,3.1,0.9,5.7,7.6,4.3,3.6,0.9,0.7,1.1,3.3,2019.2,0.6,0.8,1.4,2019.3,1.9,0.1,0.7,2019.4,0.6,2019.5,0.7,0.9,0,3.1,0,4.6,7.1,0.4,2590.9,0,0,2681.4
IMP_C85: Health and social work,7,1.7,2019.7,4.8,8,1.1,3.8,0.8,7.5,4.3,2019.7,4,1.3,2019.8,22.6,2019.5,2019.8,1,1.6,0.3,2.6,1.1,0.2,1.1,0.4,0.5,0.2,0,0.2,1.5,0.3,0.3,0.4,0.5,0,8.7,0,0.7,8.3,1.1,432,0,0,540.6
"IMP_C90T93: Other community, social and personal services",9,2019.8,2019.2,2019.4,30,4,14.8,6.8,2019.9,2019.9,2019.8,23.3,10.4,2019.7,50,26,2019.7,3.7,6.4,2019.4,10,12.9,2019.8,12.1,4,2019.9,6,0.3,2019.5,17.2,12.8,2019.2,2019.2,17,0,95.2,0,11,21.1,3.5,2722,0,0,3274.3
IMP_C95: Private households with employed persons,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXS_INT_FNL: Taxes less subsidies on intermediate and final products,,9437,6834.2,2593.3,2978.4,782.7,1180,7859,5703.8,1533.5,1886.6,8589.2,1355.1,3647.4,2786.7,1903.4,5818.9,555.6,1628.7,2786.3,7040.4,5344.4,3452.6,10375.4,1253.3,7549.9,4233.5,72.9,169,2309.5,5629.5,2120,1966,3328,0,104244.5,0,0,0,0,0,289.9,0,0
TTL_INT_FNL: Total intermediate and final expenditure at purchasers' prices,,352538.6,331839.4,529024.8,517331.9,144937,183059.7,284514.9,466900.3,297762.7,307833.1,799552.8,229652.4,512969.6,582212.7,381780.3,322950.6,85325.1,92239.1,311286.9,857886,240492.7,153844.6,272700,73501.8,107528.6,77899.9,4638.8,40961.2,268129.1,150305.4,109492.6,121545.2,127170.9,0,1665805.6,0,604558.1,1842602,120379,40078.3,43104.3,1459339,1151818.7
VALU: Value added at basic prices,,475577.6,275658.3,153599.4,125080.7,43098.3,52838,53263.4,137325.2,53821.5,76840,179808.4,57348.3,146067.9,104369.8,73252.5,62164.8,28252.1,77741.1,113658,262698.1,371452.8,91761.1,218048.7,105728.4,206351.2,207875.1,2544.5,20503.5,143973.6,162751.7,140312.5,67690.2,103352.1,0,0,0,0,0,0,0,0,0,0
OUTPUT: Output,,828116.1,607497.8,682624.2,642412.6,188035.4,235897.7,337778.3,604225.5,351584.3,384673.1,979361.2,287000.7,659037.4,686582.5,455032.7,385115.4,113577.2,169980.3,424944.9,1120584.1,611945.5,245605.7,490748.7,179230.2,313879.7,285775,7183.4,61464.7,412102.8,313057.1,249805.1,189235.4,230523,0,0,0,0,0,0,0,0,0,0
Data extracted on 14 Apr 2019 21:05 UTC (GMT) from OECD.Stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
