"IMP_C30T33X: Computer, Electronic and optical equipment",3,65,615.8,144,259.5,39.7,505.1,123.1,476.5,175.2,210.1,554.4,116.7,5027.3,138894.4,9077.9,1904.6,2342.1,127.9,364.3,525.9,232.4,15,134.7,1543,153.1,269.9,93.8,845.3,5466.2,561.2,452.6,76.6,815.1,0,10604.1,0,3.3,38703.4,0,1484.7,0,0,223003.8
"IMP_C31: Electrical machinery and apparatus, nec",3,13.1,255.8,66.6,168.2,43,142.4,39.4,156.1,96.7,98.6,412.9,106.1,3113.7,9516.9,9484.8,1197.5,1010.5,116.9,190.7,404.2,2019.7,2019.9,10,109.6,4.4,46.2,5.9,53.4,345.2,9.3,2019.6,12.1,32,0,2227.3,0,0.3,7903.3,0,35.7,0,0,37483.1
"IMP_C34: Motor vehicles, trailers and semi-trailers",3,44.2,231.1,78.7,150.3,60,167.3,86.8,182,146.5,158.5,588.4,152.6,1017.1,419.4,218.1,11467.9,199.8,198.1,16,2019.5,14,2.5,35.2,2019.7,3,2019.7,1,2019.2,59.7,2019.9,2019.5,6.4,2019.9,0,1660.4,0,0.9,9622.2,0,14.6,0,0,27099.1
IMP_C35: Other transport equipment,3,499.4,107.9,14.5,15.1,2.2,96.7,6.6,17.6,41.8,25.5,290.4,20.9,456.9,399.8,92.3,82.7,3965.3,36.1,2.6,7.8,2019.8,0.3,48.3,2019.2,1.4,1.5,0.1,1.3,7.8,1.4,1.8,1,2019.3,0,2132.2,0,1.2,5409.2,0,11,0,0,13828.1
IMP_C36T37: Manufacturing nec; recycling,3,36,97.1,60.8,118.8,64.9,346.8,20.8,125.5,154.3,224.6,388.8,345.4,493.4,511.6,307.8,201,71.4,585.5,1.9,2019.7,2019.7,0.3,1.5,2.8,0.9,2019.6,0.2,1.8,2019.4,2019.9,2019.7,2019.3,2019.1,0,745.6,0,0.6,1224.3,0,2431.9,0,0,8600.7
"IMP_C40T41: Electricity, gas and water supply",4,2019.8,39.4,2019.6,2019.3,2019.3,2019.1,58.7,59.6,2019.9,46.6,45.4,34.6,30.5,35.6,2019.8,2019.4,2019.4,2019.5,1.2,3.9,2019.2,0.3,0.8,0.8,1,2019.2,0,0.4,2019.1,0.5,0.7,0.4,0.5,0,18.4,0,1.4,30.6,0,10.7,0,0,539.8
IMP_C45: Construction,5,5.7,19.6,10.8,15.3,3.5,7,33.9,27.6,8.2,24.3,21.5,19.7,43.2,49,28.1,14.9,9.7,7.4,1.3,28.4,2019.7,1.1,2019.6,1.8,1.3,2019.6,0.1,1.1,2019.9,2019.2,2019.6,2019.4,2019.8,0,41.9,0,1,3631.6,0,17.6,0,0,4134.2
IMP_C50T52: Wholesale and retail trade; repairs,6,1542.6,2026.9,4301.8,8258.3,861.8,1854.1,5560.5,8241.8,3908.9,3517.4,3110,3186.9,4948.4,31025.3,6054.6,3392.9,1479.4,1450.7,231.5,961.8,103.5,67.7,337.2,288.7,48.5,109.5,20.6,181.3,1166,166.6,120.4,238.2,218.1,0,9052.8,0,35.9,13001.6,0,3028.8,0,0,124101
IMP_C55: Hotels and restaurants,6,2019.1,1,2019.2,2019.1,0.8,1.8,1.5,2019.6,2019.8,2019.5,2.4,1.6,4.6,2019.8,2019.7,2019.2,1.3,1.6,0.2,1.1,0.3,0.2,0.3,0.2,0.2,0.2,0,0.1,0.7,0.2,0.1,0.2,0.2,0,29.5,0,0.2,8.7,0,14977.5,0,0,15101.9
IMP_C60T63: Transport and storage,7,1059.7,2603,2594.3,3882.4,1046,1150,2350,4543.9,1833,2847.6,2775.4,1918.3,4041.1,14131.9,4310.3,1650,696.2,1046.9,442.8,5992.3,2308.2,123.2,2105,412.7,398.8,198.1,21.7,195.2,1262,814.9,521.7,119.4,337.1,0,4015.3,0,1466.1,2209.4,0,8962.1,0,0,86386.2
IMP_C64: Post and telecommunications,7,2019.9,2019.9,2019.6,80.8,12.8,15.1,2019.3,66.2,15.9,10.8,2019.3,59.7,58.5,471.1,77.5,2019.6,7.9,22.5,2019.5,62.8,2019.9,2019.3,2019.8,2019.8,30,12,0.4,3.3,2019.8,35.2,16,2019.7,2019.1,0,371.7,0,4.7,168.8,0,5.5,0,0,1838.8
IMP_C65T67: Financial intermediation,6,342.7,445.1,709,1917.2,323.4,470.3,284,1551.7,579.6,841.6,575.6,669.3,1004.6,10996.3,1452.5,406,312.2,384.3,1054.7,640.8,898.1,208.1,1224.1,169.5,1120.8,1045.7,23.2,209.4,1354,377,515.6,107.4,304.7,0,6300.6,0,250.1,3.8,0,9.9,0,0,39083.1
IMP_C70: Real estate activities,6,1.4,2.1,2019.7,7.1,1.4,2,2.9,2019.3,2019.3,2019.9,2019.1,2,4.4,2019.9,2019.3,2019.5,0.7,2019.8,0.5,2019.3,5.3,2019.2,1.5,2,3.7,3.2,0.1,0.7,4.5,2019.3,2019.1,0.4,2019.7,0,44.6,0,1.2,44.8,0,1498.1,0,0,1682.4
IMP_C71: Renting of machinery and equipment,6,4.5,29.7,12.2,20.4,5.1,9.9,6.6,24.3,15,19.7,19.9,5.8,25.9,33.3,43.7,8.3,1.3,10.9,6.4,92.6,18.3,3.5,55,4.4,24.4,3.2,0.9,8.2,52.9,8.5,2,6.6,12.9,0,0,0,0.9,5.2,0,646.1,0,0,1248.6
IMP_C72: Computer and related activities,7,2019.5,2019.5,49,47.1,7.2,99.5,8.2,55.1,19,16.4,2019.8,6.5,37.2,140,51,2019.8,7.2,10.4,14,34.4,55.8,6.6,6.2,2019.2,2019.6,36,0.2,1.4,80,8.8,2019.4,7.1,10,0,35.6,0,2.3,196.9,0,16,0,0,1215.6
IMP_C73T74: R&D and other business activities,8,94.8,79.4,186.9,143.8,2019.4,74.3,41,222.1,53,52.4,97.7,2019.6,162.2,198.5,185.2,148.5,18.7,2019.1,93.3,226.4,379.4,43.8,39.1,103.7,199.6,245.7,7.1,64,415.4,50.9,119.8,44.4,61.4,0,95.3,0,323.6,36.8,0,28,0,0,4411.5
IMP_C75: Public administration and defence; compulsory social security,9,10.9,9.4,41.1,35.8,6.7,33.6,8.3,29.2,13.2,12.7,12.9,8,17.2,65.2,20.6,8.3,3.4,9.8,3.4,19.9,12.1,1.2,7.3,2.7,4.8,4.7,0.2,1.6,11.1,3.6,3.7,1.3,2.3,0,44.2,0,8.4,20.4,0,181.8,0,0,681.2
IMP_C80: Education,7,2019.9,2019.6,4.6,4.4,0.8,3.7,1,5.3,1.8,1.4,2.3,0.8,2019.4,9.4,4.2,2.8,0.6,0.9,1.5,4.1,6.1,0.7,0.8,1.7,2019.1,3.8,0.1,1,2019.8,0.9,2019.9,0.8,1,0,3.5,0,4.9,3.4,0,2788.5,0,0,2885.6
IMP_C85: Health and social work,7,2019.1,1.6,6,8.6,1.3,4.6,1.2,8,4.5,2019.3,2019.3,1.5,2019.2,22.3,2019.9,2019.5,1.4,2,0.4,3.3,1.3,0.2,1.2,0.4,0.6,0.5,0,0.3,2,0.5,0.4,0.4,0.5,0,9.3,0,0.8,10.1,0,437.7,0,0,555.1
"IMP_C90T93: Other community, social and personal services",9,11,2019.8,2019.2,32.2,4.5,15.5,8.8,2019.6,14,12,2019.8,13.4,2019.6,55.4,32.6,2019.2,5.6,7.9,10,2019.8,15.4,2019.8,2019.7,2019.8,2019.9,2019.1,0.5,2019.2,27.9,20.3,2019.1,2019.1,20.8,0,119.5,0,12.3,26.2,0,3531.4,0,0,4203.1
IMP_C95: Private households with employed persons,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXS_INT_FNL: Taxes less subsidies on intermediate and final products,,10380.4,5399.5,2055.1,3065.4,886.2,908.2,7394.9,5819,1930.9,2362.5,8048.3,1408.5,4127.9,2731.3,2167.4,7769,685.2,1895.8,2658.2,8589.3,6305.2,3942.4,11190.2,1463.4,8825.2,5204.8,111.2,189.3,2571.6,7049.5,2569,2233,3339.6,0,118149.5,0,0,0,0,0,928.7,0,0
TTL_INT_FNL: Total intermediate and final expenditure at purchasers' prices,,375867.6,294506.2,656928.7,551807.6,178563.8,150310.5,287022.2,547214.1,348035.8,379471.7,834901.3,229371.2,600099.5,578246.8,443991.3,434197.6,108675,117249,344013.4,990162.6,254754.2,160252.6,271711,76418.4,134859.9,141569.1,6305.1,55173.2,362374.1,188882.5,126681.3,123092.6,125246.5,0,1857457.5,0,684270.7,2295780.1,-1301.8,48086.3,41874.3,1239397.3,1056264.6
VALU: Value added at basic prices,,505266.7,239440.3,176087.3,129371.2,51803.2,42321.9,55905.4,139206.8,65803.8,95721,184015.2,55750.7,166510.4,101173.2,83124.1,81435.3,35027.6,95429.7,120236.2,319290.4,417976.7,100255.1,226331.4,111447.1,251260.3,267870,2904,23625.2,165945.4,195433,169560,76609.3,102806,0,0,0,0,0,0,0,0,0,0
OUTPUT: Output,,881134.1,533946.4,833016,681178.9,230367,192632.5,342927.6,686420.9,413839.6,475192.7,1018916.5,285121.9,766609.9,679420,527115.4,515633,143702.6,212678.8,464249.6,1309453,672731,260507.7,498042.5,187865.5,386120.2,409439.2,9209.1,78798.4,528319.5,384315.5,296241.3,199701.9,228052.6,0,0,0,0,0,0,0,0,0,0
Data extracted on 14 Apr 2019 21:05 UTC (GMT) from OECD.Stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
