3-9 Gross Domestic Product by Region (2002),,,,,,,,,,,,,,,,,,,,,,,,,,
Absolute figures in this table are calculated at current prices while indices are calculated at comparable prices.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,(100 million yuan),
,Gross,,,,,,,,,,,,,,,,,,Composition,,,Indices 1999=100,,,,Per
,Domestic,Primary,Secondary,,,Tertiary,,,,,,,,,,,,,,,,,,,,Capita
,Product,Industry,Industry,Industry,Construction,Industry,"Farming,",Geological,"Transport,",,,,,,,,Government,Others,Primary,Secondary,Tertiary,Gross,Primary,Secondary,Tertiary,GDP
,,,,,,,"Forestry, Animal",Prospecting,"Storage,","Wholesale,",Finance,Real,Social,Health,"Education,",Scientific,"Agencies,",,Industry,Industry,Industry,Domestic,Industry,Industry,Industry,(yuan)
Region,,,,,,,Husbandry and,and Water,Post and,Retail,and,Estate,Services,"Care,","Culture,",Research,Party Agencies,,,,,Product,,,,
,,,,,,,Fishery Services,Conservancy,Telecom-,Trade and,Insurance,,,Sports and,"Arts, Radio,",and,and Social,,,,,,,,,
,,,,,,,,,munication,Catering,,,,Social,Film and,Polytechnic,Organizations,,,,,,,,,
,,,,,,,,,Services,Services,,,,Welfare,Television,Services,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing,3748.01,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin,2491.52,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei,7445.66,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,2529.98,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia,2223.20,,,,,,,,,,,,,,,,,,,,,,,,,
,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning,6165.44,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin,2602.17,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang,4592.58,,,,,,,,,,,,,,,,,,,,,,,,,
,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai,6429.52,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu,13017.46,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang,9519.50,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui,4190.89,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian,5367.58,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2973.21,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong,13021.40,,,,,,,,,,,,,,,,,,,,,,,,,
,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
Henan,7491.91,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei,5642.78,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan,4976.60,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong,13904.60,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,2887.73,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan,686.75,,,,,,,,,,,,,,,,,,,,,,,,,
,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing,2318.35,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan,5715.57,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou,1388.47,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan,2595.90,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet,186.50,,,,,,,,,,,,,,,,,,,,,,,,,
,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi,2459.74,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu,1360.18,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai,553.42,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia,394.82,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang,1899.22,,,,,,,,,,,,,,,,,,,,,,,,,
